|created_time|id|link|message|message_tags|name|permalink_url|shares|story|story_tags|type|updated_time|place|from_name|from_id
198|2013-10-11T05:32:36+0000|358869244244848_371883902943382|https://www.facebook.com/malawiredcross/photos/a.358896737575432/371883889610050/?type=3|Ensuring food security while conserving the environment.  These farmers in Mwanza have been trained in Morden agriculture and will move their fields up to protect the river by growing fruit trees along the river. Malawi Red Cross with support from Finish Red Cross have bought a motorised pump and set up an easier to use irrigation system.||Timeline Photos|https://www.facebook.com/358869244244848/posts/371883902943382/?substory_index=0|1.0|||photo|2013-10-14T13:14:26+0000||Malawi Red Cross Society - MRCS|358869244244848
199|2018-08-28T15:13:57+0000|358869244244848_1486306911501070|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1486299384835156/?type=3|"Malawi Red Cross trained in Graphic Facilitation 

On Tuesday Malawi Red Cross Society (MRCS) staff and in country partner nationals societies delegates underwent Graphic Facilitation training.

“Graphic Facilitation use visual images to help develop shared understanding, translating complex ideas, provide feedback, and communicate better - all with a participatory approach. It brings people together to create something new, solve an age-old problem or re-imagine the world”. Said the facilitator, Sarah Øllgaard Bigum Danish Red Cross volunteer, an intern at MRCS. 

Speaking after the training, MRCS Director of Programs and Development (DPaD,  Mrs. Prisca Chisala said the graphic Facilitation is a very good and simplified  means of facilitation which engages the participants in a more active and participatory way.

One of MRCS” Participatory for Safe Shelter Awareness (PASSA) facilitator who is also the Resource Mobilization Manager Leonard Maganga commended the Graphic Facilitation training as it will add value to the facilitation of PASSA trainings.
 
After the training it was time to cut the farewell cake as this was Sarah’s last activity before she returns to Denmark.

The training was supported by Danish Red Cross."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1486306911501070/|1.0|||photo|2018-08-28T16:36:33+0000||Malawi Red Cross Society - MRCS|358869244244848
200|2016-01-24T12:05:23+0000|358869244244848_835950299870071|https://www.facebook.com/malawiredcross/photos/a.358896737575432/835947559870345/?type=3|"Malawi Red Cross Society (MRCS) with financial support from UNICEF joined government and other partners in the fight against Cholera outbreak. 

Apart from community mobilization through door to door visits with cholera messages and general hygiene promotion messages and other interventions, MRCS erected tents and constructed temporary latrines (with hand washing facilities) and bathing shelters in Cholera Treatment Centers in Zomba, Machinga and Phalombe districts.

Malawi registered Cholera cases in Zomba, Machinga and Phalombe districts since 19th December 2015. At the moment a total of 444 cases have been registered with 18 deaths. As of 22th January 2016, 6 districts had reported cholera cases: Machinga  registered 340 cases with 16 deaths, 9 from treatment camps and 8 from community. Zomba had registered 60 cases, no death, Nkhata bay 34 cases with no death, Karonga 8 cases with 1 death, Kasungu 1 case and Lilongwe 1 case."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/835950299870071/||||photo|2016-02-14T17:53:10+0000||Malawi Red Cross Society - MRCS|358869244244848
201|2013-10-11T05:28:30+0000|358869244244848_371883179610121|https://www.facebook.com/malawiredcross/photos/a.358896737575432/371883152943457/?type=3|||Timeline Photos|https://www.facebook.com/358869244244848/posts/371883179610121/?substory_index=0||||photo|2013-10-11T05:28:30+0000||Malawi Red Cross Society - MRCS|358869244244848
202|2018-08-25T19:28:31+0000|358869244244848_1484456461686115|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1484452811686480/?type=3|"Government applauds Malawi Red Cross for promoting Girls Education

Malawi government has Praised Malawi Red Cross Society (MRCS) for promoting girls education in the country. The remarks were made on Friday by the District Commissioner for Mwanza Mr. Humphreys Gondwe during the closing ceremony of a week-long 2018 MRCS Gils camp at Mwanza Secondary School.

Gondwe said MRCS has built Ventilated Improved Pit Latrines with Sanitary pads change rooms for girls in primary and secondary schools, bought learning materials and paid school fees for vulnerable children among others.

Secretary General for MRCS Mr. McBain Kanongodza said the girls camp gives an opportunity to girls from different schools to interact, learn leadership skills and share experiences. He thanked the Danish Red Cross for the partnership and support it renders to MRCS. 

The girls camp which has become an annual event since 2015 is sponsored by Danish Red Cross volunteers. Speaking to the gathering, Team leader of Danish Red Cross volunteers Wivie Scharfe said she was happy to note that the girls camp has managed to build confidence in the girls apart from the many life skills lessons they underwent during the camp.
Danish Red Cross country coordinator Kirstine Plimdal Sutton said Danish Red Cross is committed to the long term partnership it has with MRCS.

Speaking in an interview after the closing ceremony Natasha Tilokoteni a girl student from Chapananga secondary school said she has benefited a lot from the girls camp. She said that the girls camp has opened her eyes and changed her life completely. She said that she will share what she has leant with other friends who did not have a chance to attend the camp.

This year’s girls camp drew together 120 girls from Mangochi, Chikwawa and Mwanza."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1484456461686115/|14.0|||photo|2018-08-31T10:05:58+0000||Malawi Red Cross Society - MRCS|358869244244848
203|2015-12-15T14:02:34+0000|358869244244848_811508535647581|https://www.facebook.com/malawiredcross/photos/a.358896737575432/811505738981194/?type=3|"About 39 000 villagers in TA Wasambo, the southern tip of the border district on the shores of Lake Malawi, credit their 4 years walk with Malawi Red Cross with enhancing access to safe water, sanitation, health facilities and community capacity to uplift orphaned and vulnerable children. 

On Friday MRCS handed over the Community based Health Care Program to the communities through Karonga District Council. The strides towards universal access to sanitation and hygiene include construction of 29 VIP latrines, 4 childcare centers, 4 under-five clinics, 24 new boreholes, rehabilitation of 32 boreholes and two springs with newly installed concrete walls among others. visit www.redcross.mw for more"|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/811508535647581/|3.0|||photo|2015-12-15T17:43:58+0000||Malawi Red Cross Society - MRCS|358869244244848
204|2013-09-30T15:14:23+0000|358869244244848_367312580067181|https://www.facebook.com/malawiredcross/photos/a.358896737575432/367312563400516/?type=3|||Timeline Photos|https://www.facebook.com/358869244244848/posts/367312580067181/?substory_index=0||||photo|2013-09-30T15:14:23+0000||Malawi Red Cross Society - MRCS|358869244244848
205|2018-08-14T19:50:00+0000|358869244244848_1470924703039291|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1470923549706073/?type=3|"Danish Red Cross Empowers Malawi Youth

Malawi Red Cross Society’s (MRCS) youth on Tuesday left for Denmark for a one month Youth Leadership skills Development exchange visit.

Speaking in an interview on behalf of a four member delegation, Emmanuel Chisamba from Lilongwe division said they are very happy and excited with the trip. The expectation to learn how their fellow youth in Denmark are doing is very high. Emmanuel is thankful to Danish Red Cross which has provided the opportunity for the Malawi youth to visit Denmark and develop their leadership skills. 

Danish Red Cross through community resilience Project is supporting MRCS youth structure with capacity building through exchange visits of the youth between Malawi and those from Nordic countries such as Iceland, Finnish and Denmark.  

The youth have been drawn from Mangochi, Mwanza, Chikwawa and Lilongwe divisions."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1470924703039291/|7.0|||photo|2018-08-16T20:17:30+0000||Malawi Red Cross Society - MRCS|358869244244848
206|2015-11-18T16:22:46+0000|358869244244848_787345878063847|https://www.facebook.com/malawiredcross/photos/a.358896737575432/787342274730874/?type=3|"Health and care programs manager for the Malawi Red Cross Society Gloria Kunyenga says people living in rural communities especially those who were affected by the floods earlier this year and have not yet recovered from the disasters need to be provided with shelters if they are to be safe in the fast approaching rainy season.

Kunyenga made the remarks recently in the area of Traditional Authority Mwambo in Zomba where MRCS is implementing Community Based Health Care Program with financial assistance from the Danish Red Cross, when Malawi Red Cross handed over 46 semi-permanent houses to the vulnerable families from group village heads (GVHs) Mbalu, Kimu and Chilunga in the district.

At the same function MRCS presented gifts and certificates to villages and schools who have done well in the clean village/school and open free defecation completion. Energy serving stoves done by MRCS volunteers with the purpose of reducing the cutting down of trees were also unveiled."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/787345878063847/|4.0|||photo|2016-10-05T09:20:13+0000||Malawi Red Cross Society - MRCS|358869244244848
207|2013-09-30T15:12:10+0000|358869244244848_367311846733921|https://www.facebook.com/malawiredcross/photos/a.358896737575432/367311826733923/?type=3|MRCS assisting some communities from Chikhwawa||Timeline Photos|https://www.facebook.com/358869244244848/posts/367311846733921/?substory_index=0||||photo|2013-09-30T15:34:18+0000||Malawi Red Cross Society - MRCS|358869244244848
208|2018-08-13T13:08:32+0000|358869244244848_1469088479889580|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1469084599889968/?type=3|"Chrisy George, a shining example of social inclusion

In the face of continued crimes against persons with albinism in Malawi and beyond, the Malawi Red Cross Society through its social inclusion programme is empowering members of the community in its impact areas. Chrisy George, a person with albinism serves as a MRCS volunteer in Kasanga Village, Mangochi. 

‘’As you can see I am an albino but through the social inclusion programme run by the Malawi Red Cross Society, I gained confidence and I am an active participant bringing change to my community. I go round my village visiting house to house teaching and encouraging the community members to observe hygiene practices,’’ she explains. 

Chrisy, who believes in the saying that disability is not inability, divides her time between attending to daily household chores and serving the community with ease despite the occasional social discrimination and fear for her safety. Mangochi Police records indicate that there have been six reported cases of violations against persons with albinism in the district, a thing which would otherwise confine the twenty-eight mother of two at home.

‘’How could I confine myself home, living in fear when the Malawi Red Cross Society is building my capacity? I am a member of this community and like everyone else I have a duty to serve and make a difference to the nation,’’ she explains matter of fact.

Kasanga village has a team of three lady volunteers, which is another source of confidence for Chrisy. Her coach Emily Kaunda, describes Chrisy as dependable. 

‘’We have a household visit schedule of two to three days visits per week to households in our area of operation. Chrisy has never been absent for no apparent reason. Actually we are motivated by her dedication,’’ said Kaunda.

Kaunda adds that the area has tremendously improved in water sanitation and hygiene since MRCS started the implementation of the community resilience program with support from a consortium of Danish Red Cross, Italian Red Cross, Icelandic Red Cross and Finnish Red Cross. ‘’For example, before the roll-out of the project, this village had only 46 pit latrines of very poor quality, but now with the project’s interventions, all the 117 households boast of toilets, tip-tap for hand washing, bathrooms and other amenities,’’ she explains. 
Kaunda attributes this achievement to Chrisy as an agent of change, saying it is because of her dedication to dissemination of messages of behavioral change that has earned this results.

MRCS District Project Officer (DPO) for Mangochi, Elliot Nazonse said that the social inclusion component of the project builds capacity and makes room for vulnerable members of communities participate in different activities. ‘’ We feel persons with albinism, like Chrisy, and those with any form of disability are crucial to our programs. When they are active participants, the change we are seeking will be easily achieved,’’ He points out. 

Nazonse said in matters such as hygiene, any deviation by a single person, due to exclusion, may result in disaster for the whole village. ‘’ You know diseases spread from one person to another, if we leave out someone for any reason, including those with disability, that person may be the origin of the disease spread to the whole community,’’ he reasons. 

Community Resilience Project is being implemented in the three districts of Chikwawa, Mangochi and Mwaza with Health, Disaster, WASH, and Social Inclusion and Organizational development as focus areas. Currently 13910 households are being reached out in Mangochi alone."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1469088479889580/|3.0|||photo|2018-08-14T07:37:59+0000||Malawi Red Cross Society - MRCS|358869244244848
209|2015-10-19T16:04:02+0000|358869244244848_758876100910825|https://www.facebook.com/malawiredcross/photos/a.514890295309408/758874320911003/?type=3|Malawi Red Cross Society on 18th handed over the first house to one of the survivors of the Floods  that hit Malawi in January 2015. The house was handed over by the minister of Information Hon. Jappie Mhango during the Commemoration of International Disaster Day. With financial assistance from the International Federation of  Red Cross and Red Crescent Societies (IFRC), MRCS is building 200 houses for the 2015 flood disaster survivors. Visit www.redcross.mw for more.|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/758876100910825/||||photo|2015-10-29T18:29:35+0000||Malawi Red Cross Society - MRCS|358869244244848
210|2013-09-29T15:20:31+0000|358869244244848_10201582966112672|https://www.facebook.com/malawiredcross/videos/10201582966112672/|Nutrition open day in Zomba|||https://www.facebook.com/malawiredcross/videos/10201582966112672/||||video|2013-09-29T15:20:31+0000||Malawi Red Cross Society - MRCS|358869244244848
211|2018-07-31T10:50:07+0000|358869244244848_1452810091517419|https://www.facebook.com/malawiredcross/videos/1452810091517419/|Mozambique Red Cross visited Malawi Red Cross on learning exchange mission to learn Cash Transfer Programing. Digital and Audiovisual Production at work, power of a mobile phone. #thankstoICRC|[]|Mozambique Red Cross learns Cash Transfer programming from Malawi Red Cross|https://www.facebook.com/malawiredcross/videos/1452810091517419/|13.0|Malawi Red Cross Society - MRCS is with Gorata Fembo and Takemore Mazuruse.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}, {'id': '10216410280742058', 'name': 'Gorata Fembo', 'type': 'user', 'offset': 40, 'length': 12}, {'id': '1316209521851943', 'name': 'Takemore Mazuruse', 'type': 'user', 'offset': 57, 'length': 17}]|video|2018-08-19T22:58:02+0000||Malawi Red Cross Society - MRCS|358869244244848
212|2015-10-09T11:17:29+0000|358869244244848_747715362026899|https://www.facebook.com/malawiredcross/photos/a.358896737575432/747713985360370/?type=3|"The Malawi Red Cross Society on Thursday in Mangochi brought together Men, women, the elderly, religious leaders, the youth and children to commemorate this year’s World First Aid Day (WFAD).

visit www.redcross.mw for more"|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/747715362026899/|3.0|||photo|2015-10-09T11:17:29+0000||Malawi Red Cross Society - MRCS|358869244244848
213|2013-09-29T15:20:18+0000|358869244244848_366900500108389|https://www.facebook.com/malawiredcross/photos/a.358896737575432/366900490108390/?type=3|||Timeline Photos|https://www.facebook.com/358869244244848/posts/366900500108389/?substory_index=0||||photo|2013-09-29T15:20:18+0000||Malawi Red Cross Society - MRCS|358869244244848
214|2018-07-30T10:05:32+0000|358869244244848_1451609674970794|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1451608028304292/?type=3|"Belgian Red Cross Rescues school pupils

In order to increase proportion of orphans and vulnerable children accessing secondary education, Malawi Red Cross Society (MRCS) in partnership Belgian Red Cross is supporting secondary school going students with educational support under Orphan and Vulnerable Children component of the  Community Based Health and Care project being implemented in the area of  Traditional Authority (TA) Kapelura in Kasungu district.

The two year Project which started in 2016 is paying school fees, buying uniforms, shoes and learning materials to 100 vulnerable children. Of the 100 students, 60 are boys while 40 are girls. 

One of the beneficiaries, a form 3 pupil at Kapelura Community day secondary school (CDSS),  Isaac Phiri who is 19 years old from Katambadzuwa village said the red cross came to his rescue from dropping out of school. He said before he was identified and started receiving education support from the red cross, he faced many challenges ranging from School fees, uniform, shoes and learning materials. 

“I was about to drop out of school because of lack of education support. But now I am very happy, am able to attend classes without being chased out of school because of school fees and uniform. Thanks to the Red Cross for this support. Only God will reward you.” Said Isaac, who wants to become a soldier or a journalist after completion of his education.

A future female police officer Agnes Mankhwala, 18 years old and in form 4 said she stayed home for 1 full term because of school fees and thought her dream was shuttered. She said she couldn’t believe that she was selected to benefit from the bursary. She said she is working hard in class so that she gets good grades and realize her dream. Agnes advised fellow students who are on the Red Cross bursary to work hard. 

Mr. Henley Kasomphe head teacher at Kapelura CDSS applauded MRCS for coming to the rescue of the needy pupils who he said without the Red Cross these pupils would have left school some time back. He said since the Red Cross started the education support, turn up and performance of the the pupils has increased. 

Boston Kadzamila, Program Manager for the project said the implementation of the project is on course.  Kadzamila attributed success of the project to flexibility of the donor, siting extension of the project period with few more months as evidence. 

Belgium Red Cross is supporting MRCS’s   with Education support  under Increased community and family capacity to care, support and protect orphans and vulnerable children in realizing their rights and potentials result area.

13 students who were beneficiaries of the bursary have already graduated from form 4 to various tertiary education."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1451609674970794/|3.0|||photo|2018-07-30T10:05:32+0000||Malawi Red Cross Society - MRCS|358869244244848
215|2015-09-30T20:54:52+0000|358869244244848_737038229761279|https://www.facebook.com/malawiredcross/photos/a.358896737575432/737036016428167/?type=3|"Malawi Red Cross Society (MRCS) on Tuesday launched the International Disaster Response Law (IDRL) report in Malawi.     
The IDRL report seeks to reduce human vulnerability by promoting legal preparedness for disasters; it also provides an assessment of strengths and gaps in disaster response in Malawi.

Among others the IDRL report seeks to address issues of clearance of relief goods and equipment, navigation and parking fees for aircraft carrying relief items and registration of foreign actors through temporary certificate valid during the disaster period.

visit www.redcross.mw for more."|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/737038229761279/|1.0|||photo|2015-09-30T20:54:52+0000||Malawi Red Cross Society - MRCS|358869244244848
216|2013-09-29T15:15:10+0000|358869244244848_366898866775219|https://www.facebook.com/malawiredcross/photos/a.358896737575432/366898840108555/?type=3|Providing safer toilets in Zomba.||Timeline Photos|https://www.facebook.com/358869244244848/posts/366898866775219/?substory_index=0||||photo|2013-09-29T15:15:10+0000||Malawi Red Cross Society - MRCS|358869244244848
217|2018-07-25T11:58:29+0000|358869244244848_1445756475556114||"VACANCY ANNOUNCEMENT  -    RESPONSE  AND RECOVERY COORDINATOR (1)
The Malawi Red Cross Society (MRCS) is a member of the International Federation of Red Cross and Red Crescent Societies movement (IFRC). In Malawi, it is established by an Act of Parliament and works auxiliary to the Government and embodies the principles of the movement. It focuses on providing Humanitarian Services to the needy and vulnerable populations.  

MRCS is now urgently seeking to engage the services of a suitably qualified and dedicated person, to fill the vacant position of Response and Recovery Coordinator.  

Purpose of the Job
 
To support MRCS in all disaster preparedness, response and recovery activities.  The successful candidate will be reporting to the Disaster Manager and will head the Response and Recovery Section. The candidate will therefore be responsible for the coordination of the implementation of disaster response and recovery programmes such as: relief and rehabilitation activities during or immediately after a disaster, directed towards saving lives and live hoods and dealing with the immediate damage caused by disaster. 
He/she will ensure that MRCS teams respond timely and strive to be first responders to most disasters.
 Duty Station:   MRCS Headquarters, Lilongwe with frequent field trips.

Reporting to: Disaster Management Manager

Specific duties, Responsibilities and Accountabilities:

Include but not limited to the following:- 

1. Work in close collaboration with the Disaster Management Manager at MRCS Headquarters, the District Project Officers, Volunteers, Data Team, Project Delegates and the Partner National Societies in planning response activities.
2. Work in close collaboration with key national partners and stakeholders in the planning and coordination of humanitarian relief and rehabilitation program activities in Malawi.
3. Participate in assessing disaster damage or loss of magnitude with MRCS and Government structures; 
4. Liaising with different ministries/departments during the implementation of humanitarian relief and rehabilitation programmes/projects; 
5. Participating in compiling progress reports of humanitarian relief and rehabilitation programmes for appraising government, donors and other stakeholders; including IFRC & PNS; 
6. Support the implementation of FbF in Malawi with a National perspective, and with a preliminary focus on the most at-risk districts and locations;
7. Support conducting national FbF dialogue platforms and remain the focal person FBF for MRCS;
8. Support project teams in CTP trainings, market assessments, distributions, beneficiary feedback systems, gender and post distribution monitoring;
9. Participate in Cash Working Group (CWG) forums 
10. Identifying validated and reliable forecasts and thresholds for relevant hazards (floods, epidemics etc.) and development of impact-based forecasting in coordination with the Red Cross Climate Centre, national meteorological office and dept. of water resources;
11. Develop Standard Operating Procedures (SOPs) for most important and relevant hazards; 
12. Support in the identification of at-risk zones and beneficiaries, focusing on the most vulnerable population in the communities benefiting from the project;
13. Support training of volunteers, project committees, Area and Village Civil Protection committees  preparedness and response activities
14. Prepare work plans, budgets, reports and submit to MRCS Disaster Manager and senior management;
15. Work closely with, the Disaster Risk Reduction Coordinator,  the data team and the 510 initiative on promoting data literacy within MRCS; reading maps, basic use of GIS and more;
16. Ensure that separated families are in contact through Restoring Family Links including the refugee population and IDPs 

Key compétences;
1. Good understanding of Disaster Management cycle and activities at each level 
2. Understanding of Forecast based Financing mechanisms and Early Warning/ Early Action;
3. Skills in networking, negotiation and persuasion, advocacy and for mainstreaming new concepts and approaches;
4. Good knowledge of Response modalities and options including Sphere standards 
5. Excellent communication skills, the ability to communicate clearly and effectively and build relationships at all levels, taking into account cultural and language differences;
6. Ability to work independently and as a team member;
7. Strong project management skills; 
8. Ability to train and guide local community volunteers;
9. Fluency in Chichewa and English;
10. Readiness to work in remote areas;
11. Ability and agreement to adhere to the Red Cross Red Crescent Fundamental Principles and Humanitarian Charter (Code of conduct)
12. Ability to work effectively in multicultural environments
13. Valid Driving Licence
Qualification
Education; 
 Degree in Disaster Management or another relevant field.
Experience;
 A minimum of three (3) years in Disaster Risk Reduction or project management.
 Experience in implementing and managing donor funded projects 
 Excellent communication skills, the ability to communicate clearly and effectively and build relationships at all levels, taking into account cultural and language differences
 Experience in cooperating with local organisations / capacity building
All interested applicants with the required qualifications and experience should submit their applications, enclosing detailed Curriculum Vitae (CV) and names of three traceable referees, mobile numbers and e-mail address to: -

The Secretary General,  
Malawi Red Cross Society,
P.O. Box 30096,
Lilongwe 3.

Or email:  dpm@redcross.mw 

Not later than Friday, 3rd August, 2018, and only shortlisted candidates will be acknowledged."|||https://www.facebook.com/358869244244848/posts/1445756475556114/|4.0|||status|2018-07-25T11:58:29+0000||Malawi Red Cross Society - MRCS|358869244244848
218|2015-08-06T20:05:48+0000|358869244244848_687626344702468|https://www.facebook.com/malawiredcross/photos/a.358896737575432/687625428035893/?type=3|"On Thursday Malawi Red Cross Society (MRCS) received a donation of assorted clothes and Shoes from Living Hope. Living Hope is a group of women with a membership of over 4,000. Founded in 2011 on Facebook social media, Living Hope has over the years moved from just interacting on Facebook to Charity work. The group helps the vulnerable people in different ways including paying school fees to the needy children among others.

The items were presented to MRCS by the group’s coordinator, Mavis Kamvazina. In her remarks, she thanked all the members of Living Hope for generously donating the items. Kamvazina added that they chose to channel the items to the flood victims through MRCS because it is a reputable organization that has humanity at heart.

Disease Prevention and Resource Mobilization Manager at MRCS, Mr. Patrick Phiri, thanked the women for their kind gesture and generosity. He also commended Living Hope for choosing to donate the items through MRCS. He assured them that the items will indeed reach the intended beneficiaries and invited them to witness the distribution.

The items will be donated to the people that were affected by the Flood disaster that hit most of the districts in the country at the beginning of the year."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/687626344702468/|7.0|||photo|2015-08-11T21:03:10+0000||Malawi Red Cross Society - MRCS|358869244244848
219|2013-09-14T08:28:09+0000|358869244244848_360753047389801|https://www.facebook.com/malawiredcross/photos/a.358896737575432/360753040723135/?type=3|World First Aid Day Commemoration||Timeline Photos|https://www.facebook.com/358869244244848/posts/360753047389801/?substory_index=0||||photo|2013-09-14T08:28:09+0000||Malawi Red Cross Society - MRCS|358869244244848
220|2018-07-25T11:56:56+0000|358869244244848_1445754815556280||"VACANCY ANNOUNCEMENT   -    HUMAN RESOURCES MANAGER (1)

Malawi Red Cross Society (MRCS) is a member of the International Federation of Red Cross and Red Crescent Societies movement.  In Malawi, it is established by an Act of Parliament and works auxiliary to the Government and embodies the principles of the movement.  It focuses on providing Humanitarian Services to the needy and vulnerable populations.  
MRCS is now urgently seeking to engage the services of suitably qualified and dedicated persons, to fill the vacant position of Human Resources Manager.

JOB SUMMARY
The role is responsible for handling the full range of HR-related responsibilities, from driving and supporting people plans, to ensuring all local policies, recruitment, training, performance management and personnel administration is managed to be both effective and compliant.

ESSENTIAL DUTIES AND RESPONSIBILITIES

HR Strategy
• Develop and implement HR strategies and initiatives aligned with the overall business strategy. 
• Work in partnership with MRCS directors and managers to optimise the performance and impact of their teams through effective leadership, workforce strategy and people management.  
• Report to senior management and provide decision support through HR metrics.

Legislation and Working Environment
• Ensure that general working conditions and Malawi labour legislation are applied and complied with.
• Act as employee advocate and work to minimize grievances and handle employee issues, in order to create a healthy and favourable working environment.
• Work closely with the senior management team to continuously improve employee engagement.
• Maintain relationships with social agencies.

 HR Administration
• Plan, organize and control the activities and actions of the HR department.
• Develop and update HR policies and procedures. 
• Develop and monitor overall HR systems across the organization.
• Oversee and manage a performance appraisal system that drives high performance.
• Maintain the MRCS pay plan and benefits program, including coordination of salary benchmarking and surveys.
• Process all leave-of-absence, holiday, and other requests
• Establish and manage HR budget.
• Participate in HR reviews and audits and implement required actions.

Workforce Planning
• Coordinate programs to meet MRCS’s current and future HR needs.
• Recommend effective means/programmes to acquire, motivate and retain critical human resources.
• Manage the recruitment and selection process.  Support development of job descriptions, screening, conducting interviews and competence assessments.  Manage the on-boarding process and also ensure all staff are aware of HR policies and procedures.
• Keep abreast of the Malawi labour market development.

Other
• Represent and improve MRCS culture and champion Red Cross values.
• Keep up-to-date and maintain technical knowledge by establishing professional networks and utilising workshops and professional publications.

QUALIFICATIONS AND EDUCATION REQUIREMENTS
Must have at least:
• A Masters Degree, preferably in an HR related subject. 
• Analytical, investigative and problem solving skills.
• Several years of relevant working experience in applying a good knowledge of human resource management principles and policies.
• Consulting and relationships management skills, with the demonstrated ability to develop effective relationships with local stakeholders.
• Change management knowledge and skills.
• Ability to translate business challenges into a people agenda.
• Availability to travel across the country.

KEY COMPETENCES:

Job Knowledge and Proficiency
• Evidenced knowledge and effective application of HRM principles, practices and tools and comprehension of the associated impact, importance and limitations of the same.
• Demonstrated understanding of legal risks and liabilities associated with HR processes.

Problem Solving
• Lead problem resolution, process improvement, change opportunities, develop innovative solutions on non-recurring strategic issues.
• Anticipate resistance to changes and apply strategies to mitigate.
• Motivate others to take action supporting the problem resolution, process improvement, or change.

Leadership 
• Providing HRM leadership.
• Creating a sense of commitment to develop and lead a high performing work team.
• Delivering results by working with multiple functional groups and/or a portfolio of projects.

Communication
• Achieve results through collaboration and influence.
• Leverage sources of expertise and partner with other functional groups to gain buy-in to key HR solutions, change, and/or mitigation plans.
• Communicate HR plans with upper level MRCS management, other partners and stakeholders, using appropriate delivery methods for diverse audiences.      

All interested applicants with the required qualifications and experience should submit their applications, enclosing detailed Curriculum Vitae (CV) and names of three traceable referees, mobile numbers and email address to:-

The Secretary General,
Malawi Red Cross Society,
P.O. Box 30096,
Lilongwe 3

Or  email:    hrm@redcross.mw

Not later than Friday, 3rd August 2018 and only shortlisted candidates will be acknowledged."|||https://www.facebook.com/358869244244848/posts/1445754815556280/|2.0|||status|2018-07-25T11:56:56+0000||Malawi Red Cross Society - MRCS|358869244244848
221|2015-08-03T10:21:59+0000|358869244244848_685754091556360|https://www.facebook.com/malawiredcross/photos/a.358896737575432/685753251556444/?type=3|"Malawi Red Cross Society with financial support from a one of its longest partners, the Danish Red Cross, is implementing community health, child care and support, organizational development and community capacity building project components in TA Wasambo in Karonga. 

There are over 48 villages with 8,521 households and a population of over 38,000 in this catchment area.

Visit www.redcross.mw for more"|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/685754091556360/|1.0|||photo|2015-08-04T17:49:23+0000||Malawi Red Cross Society - MRCS|358869244244848
222|2013-09-14T08:21:32+0000|358869244244848_360751980723241|https://www.facebook.com/malawiredcross/photos/a.358896737575432/360751964056576/?type=3|World First Aid Day. First Aid and Road Safety.  Happening now in Zomba. We are calling on authorities in Malawi to ensure that all drivers, starting with public transport drivers, are trained first aiders.||Timeline Photos|https://www.facebook.com/358869244244848/posts/360751980723241/?substory_index=0|1.0|||photo|2013-09-14T08:21:32+0000||Malawi Red Cross Society - MRCS|358869244244848
