|about|category|category_list|company_overview|description|emails|engagement|fan_count|general_info|id|is_permanently_closed|link|mission|name|phone|single_line_address|username|website|founded|hours|location|verification_status|birthday|privacy_info_url
48|Doet een ramp of conflict zich voor, dan helpen we direct. Via de afdelingen binnen het district Midden- en West-Brabant biedt het Rode Kruis hulp aan.|Emergency Rescue Service|[{'id': '163102447071743', 'name': 'Emergency Rescue Service'}]||"Het Rode Kruis is ontstaan uit het verlangen hulp te bieden, zonder onderscheid. Overal ter wereld handelt de organisatie volgens dezelfde zeven grondbeginselen: 

•Menslievendheid
•Onpartijdigheid
•Neutraliteit
•Onafhankelijkheid
•Vrijwilligheid
•Eenheid
•Algemeenheid

Voor ons betekenen deze grondbeginselen dat ieder mens recht heeft op respect en waardigheid. Dat mensen in de grootste nood als eerste moeten worden geholpen. Dat hun geloof, nationaliteit, ras, afkomst of politieke mening hierbij niet ter zake doet. Dat we geen partij kiezen in conflicten behalve die van de slachtoffers. Dat we ons niet laten leiden door overheden en hún voor- of afkeuren. Dat we onze hulp professioneel voorbereiden maar vrijwillig bieden. Dat we wereldwijd een beweging van Rode Kruis en Rode Halve Maan organisaties vormen die elkaar helpen en bijstaan op basis van gelijkwaardigheid.

Evenementenhulp:
Evenementenhulpafdelingroosendaal@rodekruis.nl"|['infoafdelingroosendaal@rodekruis.nl']|{'count': 99, 'social_sentence': '99 people like this.'}|99.0||1686929041520765|0.0|https://www.facebook.com/RodeKruisRoosendaal/||Rode Kruis Roosendaal|0135425163|Gezellelaan 18e, 4707CD Roosendaal|RodeKruisRoosendaal|http://www.rodekruis.nl||{'tue_1_open': '13:00', 'tue_1_close': '16:00', 'wed_1_open': '13:00', 'wed_1_close': '16:00'}||||
49|Rode Kruis Hengelo voor de EHBO bij uw evenement, voor EHBO opleidingen en bijscholing, voor rolstoelbus verhuur, voor sociale activiteiten.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||Rode Kruis Hengelo voor de EHBO-er bij uw evenement, voor EHBO en reanimatie opleidingen en bijscholing, voor rolstoelbus verhuur, voor sociale activiteiten.|['hengelo@rodekruis.nl']|{'count': 168, 'social_sentence': '168 people like this.'}|168.0||218166075038732|0.0|https://www.facebook.com/rodekruishengelo/||Rode Kruis Hengelo|0640437534|Marnixstraat 1, 7553LC Hengelo, Overijssel, Netherlands|rodekruishengelo|http://www.rodekruis.nl/afdeling/hengelo/paginas/afdeling.aspx||||||
50|Het Rode Kruis Hattem-Wapenveld is een gezonde en actieve afdeling, onderdeel van het landelijke Nederlandse Rode Kruis.|First Aid Class|[{'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '181679458534697', 'name': 'Safety & First Aid Service'}]|Non-profitorganisatie|Het Rode Kruis Hattem-Wapenveld is een gezonde en actieve afdeling, onderdeel van het landelijke Nederlandse Rode Kruis|['ehondema@rodekruis.nl']|{'count': 98, 'social_sentence': '98 people like this.'}|98.0|Non-profitorganisatie|496332513877407|0.0|https://www.facebook.com/rodekruishattemenwapenveld/|Hulpverlening bij rampen, Evenementenlocatie en Opleiding|Rode Kruis Hattem-Wapenveld, Heerde-Epe||van galenstraat 40, 8151vc Hattem|rodekruishattemenwapenveld|http://www.rodekruis.nl/hattem-wapenveld|2 december 1944|||||
51|Rode Kruis Leiden  biedt noodhulp, EHBO en sociale hulp in Leiden en omstreken. Kijk voor meer informatie op www.rodekruisleiden.nl|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '152880021441864', 'name': 'Community Organization'}]||Het Rode Kruis, afdeling Leiden en omstreken is een organisatie die zich met verschillende activiteiten bezighoudt. Evenementenhulpverlening, opvang en verzorging bij rampen en sociale hulp.|['info@rodekruisleiden.nl']|{'count': 594, 'social_sentence': '594 people like this.'}|594.0||150818164979368|0.0|https://www.facebook.com/RodeKruisLeiden/|Het Rode Kruis, afdeling Leiden en omstreken is een organisatie die het verschil probeert te maken bij u in de buurt. Met evenementenhulpverlening bij onder andere de 3 October festiviteiten, Leiden Marathon, Werfpop en nog veel meer. Maar Rode Kruis Leiden doet ook aan sociale hulp, organiseert dagjes uit voor mensen en heeft een taalles en een naailes voor niet-Nederlandse vrouwen.|Rode Kruis Leiden e.o.|071-531 37 05 |Apollolaan 1b, 2324 BR Leiden|RodeKruisLeiden|https://www.rodekruis.nl/leiden/||||||
52|Rode Kruis Zoetermeer is onderdeel van het Nederlandse Rode Kruis. Kijk voor sociale hulp, evenementenhulp en EHBO-cursussen op www.rodekruis.nl/zoetermeer|Community Organization|[{'id': '152880021441864', 'name': 'Community Organization'}]||"Rode Kruis Zoetermeer maakt deel uit van de Nederlandse Rode Kruis vereniging. Het Rode Kruis is ontstaan uit het verlangen hulp te bieden, zonder onderscheid. Overal ter wereld handelt de organisatie volgens dezelfde zeven grondbeginselen.

Het Rode Kruis is met ongeveer 100 vrijwilligers in Zoetermeer actief op het gebied van eerstehulpverlening, hulp bij rampen en sociale hulp."|['webmaster@rodekruiszoetermeer.nl']|{'count': 154, 'social_sentence': '154 people like this.'}|154.0||593699237322941|0.0|https://www.facebook.com/RKZtm/||Rode Kruis Zoetermeer|+3179 3163804|Clauslaan 2a, 2713 VN Zoetermeer|RKZtm|http://www.rodekruis.nl/zoetermeer|Zoetermeer||||03/22/1949|
53|Rode Kruis Enkhuizen is onderdeel van het Nederlandse Rode Kruis. Naast het geven van EHBO trainingen zetten wij ons in bij Eerste Hulp op Evenementen.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '170968163319233', 'name': 'Community Service'}]||||{'count': 171, 'social_sentence': '171 people like this.'}|171.0|"http://www.rodekruis-westfriesland.nl/page.php?19
hier vind u alle contact gegevens"|225916940936643|0.0|https://www.facebook.com/RodeKruis.WestFriesland/||Rode Kruis West-Friesland|+31229269544||RodeKruis.WestFriesland|http://www.rodekruis-westfriesland.nl||||||
54|Het Rode Kruis is hoeder en promotor van het humanitair oorlogsrecht. Dit zijn de regels die gaan over oorlogsvoering en die mensen beschermen.|Community|[{'id': '2612', 'name': 'Community'}]|||['hor@redcross.nl']|{'count': 1603, 'social_sentence': '1.6K people like this.'}|1603.0||1576364812609988|0.0|https://www.facebook.com/oorlogsrecht/||Rode Kruis Humanitair Oorlogsrecht| 070 – 44 55 678|Anna van Saksenlaan, Den Haag|oorlogsrecht|http://www.rodekruis.nl/oorlogsrecht||||||
55|This is the official page of the Red Cross  Studentdesk Zeeland. Our upcoming activities, calls for volunteers and pictures of past activities will all be posted here. Do you have any ideas? Want to work with us on them? Contact us!|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||"The Red Cross is a supranational organisation that aims to provide people with care, regardless of who they are, what they do and where they come from. They focus on helping people in a way that will result in self-reliance and improvement of overall life. The Red Cross like to focus its activities on improving people’s ability to take care of themselves and promotes independence which allows the Red Cross to stand out from other organisations that are for helping people only. There are seven fundamental principles that are followed: Humanity, Impartiality, Neutrality, Independence, Voluntary service, Unity and Universality. These principles help the Red Cross in providing extraordinary support on a national and international level, but also locally. The current local projects being supported by The Red Cross Studentendesk Zeeland are as follows: 

Voedselbank Project: Working with Dutch food banks to provide food to people who are unable to afford it. This works as an initial support to help the people to get back on their feet over time. 

Buddy Project: Becoming a buddy to an elderly person at the St.Willibrord and doing activities with them such as going for a walk, having a coffee or playing chess in order to give them some social time with others. 

Serious Request: Organised in relation to the Dutch radio station 3FM where DJ’s are locked in a glass house for 5 days without food to raise money for a good cause. There will be events held in order to support this and to raise additional money.  

Campus First Aid: An additional care aspect for the students so that there is someone to call on the campus locations if there is a minor health incidence. The first aiders all have certificates and so are qualified to help with such injuries. 

Refugee Work: Going to the local Asylum Seeker Centrum (AZC) and participating in activities with the people there, or just having fun conversation with them. This will give them something different to do from their everyday life in the centre.

There are also opportunities for Dutch speaking people. If you have any questions, ideas, remarks or something else that you'd really like us to know about, feel free to send us a message in either Dutch or English (via Facebook or to Studentendeskzeeland@rodekruis.nl).
"|['studentendeskzeeland@rodekruis.nl']|{'count': 436, 'social_sentence': '436 people like this.'}|436.0||436442503109542|0.0|https://www.facebook.com/rkstudentendeskzeeland/||Rode Kruis Studentendesk Zeeland||Middelburg|rkstudentendeskzeeland|http://www.rodekruis.nl/wat-kunt-u-doen/jongeren/studentendesks/studentendesk-zeeland||||||
56|"Rode Kruis afdeling Nunspeet e.o.
Elburgerweg 11
8071 TA Nunspeet"|Safety & First Aid Service|[{'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '2600', 'name': 'Organization'}]||||{'count': 202, 'social_sentence': '202 people like this.'}|202.0|"-Aanvraag evenementenhulpverlening (EHBO) of sociaal vervoer
 evenementen@rodekruisnunspeet.nl

-Aanmelden cursus EHBO, reanimatie en AED bediening
 info@rodekruisnunspeet.nl

-Huur vergaderruimte / bijeenkomstruimte
 verhuur@rodekruisnunspeet.nl


#Bestuur (bestuur@rodekruisnunspeet.nl)
-Voorzitter (voorzitter@rodekruisnunspeet.nl)
 Nicolien Zoetebier 
-Secretaris (secretariaat@rodekruisnunspeet.nl)
 Bertrant Dallinga
-Penningmeester (penningmeester@rodekruisnunspeet.nl)
 Arianne Lenior 
-Algemeen lid
 Bert Braambosch (opleidingen@rodekruisnunspeet.nl)
 Maarten Schutter (materiaal@rodekruisnunspeet.nl)


#Coördinatoren 
-Coördinator evenementenhulp
 Bertrant Dallinga
-Coördinator sociaal vervoer & plv. coördinator evenementenhulp
 Maarten Schutter



"|414076372048376|0.0|https://www.facebook.com/rodekruisnunspeet/||Rode Kruis Nunspeet|0341-252700|Elburgerweg 11, 8071 TA Nunspeet (gemeente)|rodekruisnunspeet|http://www.rodekruisnunspeet.nl||||||
57|Doet een ramp of conflict zich voor, dan helpen we direct. Via de afdelingen binnen het district Midden- en West-Brabant biedt het Rode Kruis hulp aan.  |Cause|[{'id': '2606', 'name': 'Cause'}]||"Het Rode Kruis is ontstaan uit het verlangen hulp te bieden, zonder onderscheid. Overal ter wereld handelt de organisatie volgens dezelfde zeven grondbeginselen: 

•Menslievendheid
•Onpartijdigheid
•Neutraliteit
•Onafhankelijkheid
•Vrijwilligheid
•Eenheid
•Algemeenheid

Voor ons betekenen deze grondbeginselen dat ieder mens recht heeft op respect en waardigheid. Dat mensen in de grootste nood als eerste moeten worden geholpen. Dat hun geloof, nationaliteit, ras, afkomst of politieke mening hierbij niet ter zake doet. Dat we geen partij kiezen in conflicten behalve die van de slachtoffers. Dat we ons niet laten leiden door overheden en hún voor- of afkeuren. Dat we onze hulp professioneel voorbereiden maar vrijwillig bieden. Dat we wereldwijd een beweging van Rode Kruis en Rode Halve Maan organisaties vormen die elkaar helpen en bijstaan op basis van gelijkwaardigheid."|['secretariaat.districtmwb@rodekruis.nl']|{'count': 482, 'social_sentence': '482 people like this.'}|482.0||697979610277337|0.0|https://www.facebook.com/Het-Nederlandse-Rode-Kruis-District-Midden-en-West-Brabant-697979610277337/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze bijzondere aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn: mensen die zonder onze hulp niet of slecht zouden overleven, of van wie de gezondheid zonder hulpverlening in gevaar zou komen.|Het Nederlandse Rode Kruis / District Midden- en West-Brabant||Karmel 225, 4613 BS Bergen op Zoom||https://www.rodekruis.nl/midden-en-west-brabant/|1867|{'mon_1_open': '09:00', 'mon_1_close': '13:00', 'tue_1_open': '09:00', 'tue_1_close': '13:00', 'wed_1_open': '09:00', 'wed_1_close': '13:00', 'thu_1_open': '09:00', 'thu_1_close': '13:00'}||||
58|"Logistiek Nationaal is een dienst verlenende organisatie die onder de vlag van het Rode Kruis klaar staat voor Noodhulp en Evenementenhulp
"|Storage Facility|[{'id': '163459287040281', 'name': 'Storage Facility'}]|||['logistieknationaal@redcross.nl']|{'count': 419, 'social_sentence': '419 people like this.'}|419.0||2702637096628287|0.0|https://www.facebook.com/Logistiek-Nationaal-Rode-Kruis-2702637096628287/||Logistiek Nationaal Rode Kruis|+31(0)621127923|Kraaienweg 30a, 7331 HZ Apeldoorn||http://www.rodekruis.nl||||||
59|Het Rode Kruis helpt niet alleen tijdens rampen of in oorlogsgebied, maar verleent ook eerste hulp tijdens evenementen bij u in de buurt. |Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||||{'count': 240, 'social_sentence': '240 people like this.'}|240.0||948878468525622|0.0|https://www.facebook.com/RodekruisEijsdenMargraten/||Rode Kruis Eijsden-Margraten|0031434094306|Kerkeweg 2, 6245 HM Eijsden (gemeente)|RodekruisEijsdenMargraten|http://www.rodekruis.nl/eijsden-margraten||{'mon_1_open': '09:00', 'mon_1_close': '17:00', 'tue_1_open': '09:00', 'tue_1_close': '17:00', 'wed_1_open': '09:00', 'wed_1_close': '17:00', 'thu_1_open': '09:00', 'thu_1_close': '17:00', 'fri_1_open': '09:00', 'fri_1_close': '17:00'}||||
60|Het Nederlandse Rode Kruis is de hulporganisatie op het gebied van noodhulp, zelfredzaamheid en EHBO / Eerste hulp. Kijk voor meer informatie op www.rodekruis.nl|Charity Organization|[{'id': '226326230802065', 'name': 'Charity Organization'}, {'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '170968163319233', 'name': 'Community Service'}]||Sinds 1914 zetten vrijwilligers van de Rode Kruis afdeling Sittard e.o. zich in voor de medemens. Hun activiteiten hebben betrekking op zowel Sociale Hulp als Noodhulp. De hulpverlening heeft naast een lokale/regionale component ook een bescheiden internationale component.|['info@rodekruissittard.nl']|{'count': 272, 'social_sentence': '272 people like this.'}|272.0|"Als vrijwilliger verricht u dankbaar werk. Meld u nu aan en word ook vrijwilliger!
Weet wat je moet doen in een noodsituatie? De Eerste Hulp applicatie helpt je daarbij en geeft je kort en bondig instructies in geval van nood. Zo weet jij wat je moet doen!"|288708527922591|0.0|https://www.facebook.com/rodekruissittard/|"Beperken van de gevolgen van Noodsituaties
Versterken van zelfredzaamheid
Vergroten van respect en hulpbereidheid"|Rode Kruis Sittard e.o.|046 4511448|Hemelsley 20, 6136 HM Sittard|rodekruissittard|http://www.rodekruis.nl/afdeling/sittard/paginas/afdeling.aspx|||||11/07/1868|
61|"De Verbindingsdienst: ""De ondersteunende dienst van het Rode Kruis die de communicatie verzorgt  bij calamiteiten en evenementen, gedurende het hele jaar."""|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|||['info@vbdnoord.nl']|{'count': 678, 'social_sentence': '678 people like this.'}|678.0||284665134969395|0.0|https://www.facebook.com/Rode-Kruis-Verbindingsdienst-Noord-284665134969395/||Rode Kruis Verbindingsdienst Noord||||http://www.vbdnoord.nl|||||01/01/2013|
62|Dit is de officiële pagina van het Rode Kruis, afdeling Doetinchem. Dé hulpverleningsorganisatie van Doetinchem. Deze pagina geeft onze activiteiten weer.|Medical Service|[{'id': '1154837367920704', 'name': 'Medical Service'}]||"ter wereld. Wereldwijd zijn er twee internationale organisaties actief: het Internationale Comite van het Rode Kruis (ICRC) en de Federatie van Rode Kruis- en Rode Halve Maanverenigingen (IFRC).

Over deze pagina:
We waarderen discussie en iedereen heeft recht op een eigen mening, maar houd wel rekening met de volgende regels:

1. Hou het beschaafd
2. Racistische en discriminerende of inhoudelijk irrelevante opmerkingen zijn niet toegestaan. Deze zullen niet geplaatst worden
3 Voor het plaatsen van berichten moeten deze eerst goedgekeurd worden"|['secretaris.doetinchem@rodekruis.nl']|{'count': 196, 'social_sentence': '196 people like this.'}|196.0||1772208569689805|0.0|https://www.facebook.com/RodeKruisDoetinchem/||Rode Kruis Doetinchem|0642527829|Bachlaan 7, 7002 MZ Doetinchem (gemeente)|RodeKruisDoetinchem|http://www.rodekruis.nl/Doetinchem||||||
63|"www.rodekruis.nl/afdeling/zeewolde
"|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|non profit||['noskam@rodekruis.nl']|{'count': 171, 'social_sentence': '171 people like this.'}|171.0||173365182841622|0.0|https://www.facebook.com/RodeKruisAfdelingZeewolde/|belangeloos en onpartijdig burgers (in nood) helpen|Rode Kruis afdeling Zeewolde||schokker 40, 3891 dp Zeewolde|RodeKruisAfdelingZeewolde|http://www.rodekruis.nl/zeewolde||||||
64|Tuurlijk weet u wat het internationale Rode Kruis doet maar weet u ook wat het Rode Kruis, afdeling Tiel e.o. voor u zou kunnen betekenen?|Cause|[{'id': '2606', 'name': 'Cause'}, {'id': '147714868971098', 'name': 'Public & Government Service'}]||"De hulpverleners van het internationale Rode Kruis herkent u aan het rode kruis of de rode halve maan. Zij vormen een vertrouwd beeld in oorlogsituaties en bij de wederopbouw van een gebied. 
Dit betreft afdeling Rode Kruis Betuwegaerde lokatie Tiel"|['info@rodekruisbetuwegaerde.nl']|{'count': 285, 'social_sentence': '285 people like this.'}|285.0||480717841992847|0.0|https://www.facebook.com/RodeKruisbetuwegaerde/||Rode Kruis Betuwegaerde||Haaftenlaan 26, Tiel|RodeKruisbetuwegaerde|https://www.rodekruisbetuwegaerde.nl|||||09/22/1916|
66|Onze vrijwilligers staan klaar voor kwetsbare inwoners uit Lingewaard en Overbetuwe, zodat zij in tijden van nood niet alleen staan. Ook voor evenementen!|Cause|[{'id': '2606', 'name': 'Cause'}, {'id': '2603', 'name': 'Nonprofit Organization'}]||Onze vrijwilligers staan klaar voor kwetsbare inwoners uit Lingewaard en Overbetuwe, zodat zij in tijden van nood niet alleen staan. Ook voor evenementen!|['dhuiskamp@rodekruis.nl']|{'count': 55, 'social_sentence': '55 people like this.'}|55.0|"Adres secretariaat:
Elster Griendweg 3
6665 NC  Driel"|511421175889102|0.0|https://www.facebook.com/rodekruislingewaardoverbetuwe/||Rode Kruis Lingewaard-Overbetuwe|026-4742239|Elster Grindweg 3, 6665 NC Driel|rodekruislingewaardoverbetuwe|https://www.rodekruis.nl/lingewaard-overbetuwe/||||||
67|Alles over het Rode Kruis Oss eo van algemene informatie tot inzetten die we doen met al onze vrijwilligers.  Ook geven wij cursussen op het gebied van EHBO. Deze starten regelmatig. Heb je intresse ??? Stuur dan een pb naar ons.|Safety & First Aid Service|[{'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '2603', 'name': 'Nonprofit Organization'}]||||{'count': 130, 'social_sentence': '130 people like this.'}|130.0||1104729609589451|0.0|https://www.facebook.com/Rode-Kruis-Oss-eo-1104729609589451/||Rode Kruis Oss eo|0412 623 533|Kromstraat 45, 5345AA Oss||http://www.rodekruisosseo.nl||||||
68|Het Nederlandse Rode Kruis is een symbool geworden voor hulp aan mensen in nood. Of het nu slachtoffers zijn van een aardbeving in een ver land of mensen d|Charity Organization|[{'id': '226326230802065', 'name': 'Charity Organization'}, {'id': '170968163319233', 'name': 'Community Service'}]||"
Eerste Hulp
Hulp bij evenementen, opleidingen en geneeskundige hulp.
 
Sociale hulp

De Sociale Hulp afdeling van Nieuwe Waterweg Noord biedt onder andere sociaal vervoer, de telefooncirkel en huisbezoek aan. Maar ook zwemmen met gehandicapten, boottochten en bijzondere vakanties. Kijk onder sociale hulp wat de afdeling nog meer te bieden heeft.
 
Noodhulp
Onder noodhulp valt eerste hulp bij evenementen en de snel inzetbare groepen medische assistentie (SIGMA). Maar ook de opvang en verzorging bij een ramp.  

 
 
Tracing


Tijdens een ramp of oorlog verliezen mensen elkaar uit het oog. Wij ondersteunen in deze regio en wereldwijd bij verzoeken tot opsporing.
 

Jeugd-en-Jongeren
 
Maatschappelijke-stage"|['info.nieuwewaterwegnoord@rodekruis.nl']|{'count': 406, 'social_sentence': '406 people like this.'}|406.0||350402148378934|0.0|https://www.facebook.com/RodeKruisNwn/||Rode Kruis Nieuwe Waterweg Noord||Trimpad 4, 3135 GA Vlaardingen|RodeKruisNwn|https://www.rodekruis.nl/nieuwe-waterweg-noord/||{'mon_1_open': '09:00', 'mon_1_close': '12:00', 'tue_1_open': '09:00', 'tue_1_close': '12:00', 'wed_1_open': '09:00', 'wed_1_close': '12:00', 'thu_1_open': '09:00', 'thu_1_close': '12:00', 'fri_1_open': '09:00', 'fri_1_close': '12:00'}|||10/29/1863|
69|Rode Kruis Horst aan de Maas is een van de afdelingen van het Nederlandse Rode Kruis.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|Rode Kruis Horst aan de Maas verzorgd eerste hulp bij evenementen. Het is ook mogelijk om bij het Rode Kruis Horst aan de Maas verschillende EHBO-cursussen te volgen.|Vrijwilligerswerk|['administratie.horstaandemaas@rodekruis.nl']|{'count': 134, 'social_sentence': '134 people like this.'}|134.0||1728117500607313|0.0|https://www.facebook.com/rodekruishorst/|Het Rode Kruis Horst aan de Maas heeft verschillende activiteiten. Onze vrijwilligers staan voor u klaar: tijdens EHBO bij evenementen, tijdens het verzorgen van EHBO cursussen en tijdens het verzorgen van sociale activiteiten.|Rode Kruis Horst aan de Maas||Gebroeders van Doornelaan 63, 5961 BB Horst|rodekruishorst|https://www.rodekruis.nl/horst/contact/||||||
70|Het Rode Kruis Sudwest-Fryslan biedt evenementenhulp, noodhulp, sociale hulp, #EHBO en reanimatie cursussen. Kom je ons team versterken? #rodekruis150|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '185032388204011', 'name': 'First Aid Class'}]|Het Rode Kruis is de hulporganisatie op het gebied van noodhulp, zelfredzaamheid en EHBO / Eerste hulp.|Het Rode Kruis in Súdwest Fryslân doet veel verschillende dingen. Denk daarbij aan soosbijeenkomsten en vakanties voor mensen met een beperking, huisbezoek aan mensen in een sociaal isolement, dagtochten per boot of met een bus en voorlichting of jeugd-EHBO op basisscholen. Verder ondersteunt het Rode Kruis de bloedbankzittingen in Sneek, zijn er speciaal opgeleide vrijwilligers om hulp te verlenen bij rampen en calamiteiten en verzorgt het Rode Kruis de EHBO bij evenementen.|['bvenema@rodekruis.nl']|{'count': 255, 'social_sentence': '255 people like this.'}|255.0|Wij helpen mensen in nood. Dat doen we om de hoek – en ver weg. Dat doen we vanuit ons hart en met de mouwen opgestroopt. Want wij zijn het Rode Kruis.|755355707837557|0.0|https://www.facebook.com/rodekruisswf/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze bijzondere aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn: mensen die zonder onze hulp niet of slecht zouden overleven, of van wie de gezondheid zonder hulpverlening in gevaar zou komen. |Rode Kruis Súdwest Fryslân|0515-531424|Selfhelpweg 2, 8607 AB Sneek|rodekruisswf|http://www.rodekruis.nl/sudwestfryslan||||||
71|Rode Kruis groep Dokkum  evenementenhulpverlening|Safety & First Aid Service|[{'id': '181679458534697', 'name': 'Safety & First Aid Service'}]|||['rbergsma@rodekruis.nl']|{'count': 159, 'social_sentence': '159 people like this.'}|159.0||1939832839654711|0.0|https://www.facebook.com/Rode-Kruis-Friesland-Noord-Dokkum-1939832839654711/||Rode Kruis Friesland Noord Dokkum||||rodekruis.nl/fryslan||||||
72|Op deze pagina vindt u meer informatie over de Rode Kruis afdeling en het soort evenementen wat wij verzorgen in de buurt van Brummen-Eerbeek-Hall en Loenen.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|"Doelstelling
Onze doelstelling is bijdragen aan een 
vreedzame, tolerante en humane wereld door het helpen van mensen wier leven, gezondheid, welzijn of waardigheid wordt bedreigd.

Missie
Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor ieder persoon, in het bijzonder tijdens gewapende conflicten en andere noodsituaties. Hiervoor mobiliseren we de kracht van menslievendheid en solidariteit: we brengen vrijwillige hulpverleners en donoren samen met mensen in nood en geven zo invulling aan de verantwoordelijkheid van ons allemaal om anderen te helpen.

Visie
Onze visie is dat onze vrijwillige hulpverleningsgemeenschappen moet en kan versterken, zodanig dat zij zelf in staat zijn menselijk lijden te beantwoorden met hoop, met respect voor de waardigheid van elk individu en vanuit een gevoel van rechtvaardigheid.
"|Dit is de officiële pagina van het Rode Kruis afdeling Brummen-Eerbeek-Hall-Loenen. Op deze pagina vindt u meer informatie over de afdeling|['voorzitter.behl@rodekruis.nl']|{'count': 160, 'social_sentence': '160 people like this.'}|160.0|"Wat doet het Rode Kruis?
Het Rode Kruis helpt mensen in nood. Met miljoenen vrijwilligers wereldwijd zijn we altijd overal ter plaatse. Bij een ramp of gewapend conflict helpt het Rode Kruis direct. Evacuatie en eerste hulpverlening staan dan centraal, gericht op het redden van levens. Daarnaast zorgen we voor drinkwater, voedsel, medische hulp en onderdak. Ook herstellen we het contact tussen familieleden die elkaar in de chaos zijn kwijtgeraakt. 
Maar het Rode Kruis doet meer. Ook voordat een ramp plaatsvindt zijn we actief. Onze vrijwilligers leven en werken in steden, dorpen en wijken. Dankzij deze sterke lokale verankering weten we wat er lokaal speelt en kunnen we de meest kwetsbare mensen bereiken. Samen met bewoners zetten we ons in om gemeenschappen te versterken en weerbaarder te maken. Een ramp is niet altijd te voorkomen, maar de gevolgen van een ramp zijn wel te beperken. Met goede voorbereiding redden we levens. En kunnen mensen ná een ramp weer snel hun dagelijks leven oppakken. Het liefst zoveel mogelijk op eigen kracht. 
Ook in Nederland concentreren we onze hulpverlening rondom (mogelijke) noodsituaties. Dát is immers waar het bij het Rode Kruis ooit allemaal om begonnen is, en waar het in de kern nog steeds om draait. In geval van nood staan we paraat en ondersteunen we de hulpdiensten bij het verlenen van hulp. Maar we helpen mensen ook om zelf zo goed mogelijk te anticiperen en reageren op een noodsituatie. Dit doen we door hun zelfredzaamheid te vergroten, zodat ze zichzelf én anderen kunnen helpen. Zo geven we EHBO cursussen en voorlichting, en helpen we kwetsbare mensen hun netwerk te versterken. Dankzij onze lokale aanwezigheid en de onvoorwaardelijke inzet van meer dan 35.000 vrijwilligers leveren we een actieve bijdrage aan het versterken van gemeenschappen, zodat in tijden van de grootste nood niemand alleen staat. 
"|1993804660889894|0.0|https://www.facebook.com/RodeKruisBrummen/||Rode Kruis Brummen Eerbeek Hall en Loenen||Händelstraat 45, 6961 AB Eerbeek|RodeKruisBrummen|https://www.rodekruis.nl/brummen-eerbeek-hall-loenen/over-onze-afdeling/||||||
